6	960	38	250	660	344	182.720000000000	25.7300000000000
12	960	38	250	641	343	182.720000000000	25.7300000000000
15	960	38	250	612	343	182.720000000000	25.7300000000000
15	960	38	250	541	341	177.430000000000	61.9300000000000
13	960	38	250	512	340	177.720000000000	67.0300000000000
14	960	38	250	503	339	176.780000000000	56.7800000000000
14	960	38	250	493	339	182.250000000000	25.6600000000000
15	960	38	250	484	338	182.170000000000	15.3900000000000
18	960	38	250	474	338	182.130000000000	15.3900000000000
20	955	40	250	465	337	182.090000000000	15.3900000000000
23	955	40	250	432	337	169.780000000000	26.2200000000000
24	955	40	250	405	335	173.130000000000	36.3000000000000
26	955	40	250	369	332	175.650000000000	51.5200000000000
32	955	40	250	351	331	181.740000000000	46.0700000000000
36	955	40	250	325	328	181.620000000000	46.0600000000000
42	955	40	250	315	324	190.300000000000	36.2500000000000
42	955	40	250	306	320	198.610000000000	37.5100000000000
37	955	40	250	306	317	214.350000000000	30.5300000000000
40	955	40	250	298	316	209.690000000000	23.2900000000000
43	955	40	250	291	315	201.040000000000	16.3400000000000
40	955	40	250	284	313	181.160000000000	15.3700000000000
44	955	40	250	284	313	181.140000000000	10.2500000000000
60	955	40	250	254	313	145.270000000000	18.9400000000000
42	955	40	250	232	311	141.940000000000	26.3700000000000
42	955	40	250	220	307	152.550000000000	34.9100000000000
71	955	40	250	214	305	168.700000000000	26.1500000000000
66	955	40	250	203	300	180.860000000000	25.5500000000000
55	955	40	250	200	291	191	31.1600000000000
52	955	40	250	197	288	190.960000000000	31.1600000000000
44	955	40	250	197	288	195.840000000000	21.1800000000000
39	955	40	250	194	285	180.600000000000	10.2200000000000
37	955	40	250	184	286	133.270000000000	7.54000000000000
40	955	40	250	181	283	152.100000000000	11.6200000000000
34	955	40	250	181	283	133.230000000000	7.54000000000000
37	955	40	250	168	280	152.050000000000	11.6200000000000
29	955	40	250	167	277	152.010000000000	11.6200000000000
32	955	40	250	156	277	133.140000000000	15.0600000000000
22	955	40	250	156	277	133.110000000000	7.53000000000000
20	955	40	250	144	274	115.140000000000	12.1900000000000
18	955	40	250	144	266	160.480000000000	16.2600000000000
25	955	40	250	136	257	156.850000000000	27.7800000000000
30	955	40	250	139	253	168.040000000000	26.0600000000000
34	965	35	250	132	247	151.700000000000	23.1800000000000
32	965	35	250	122	245	132.780000000000	15.0400000000000
41	965	35	250	117	238	121.640000000000	19.4800000000000
29	965	35	250	108	235	107.150000000000	17.3700000000000
22	965	35	250	99	231	107.140000000000	17.3700000000000
6	965	35	250	91	227	90.1200000000000	16.6100000000000
-1	970	33	250	69	233	58.7700000000000	19.4600000000000
-7	970	33	250	61	226	58.7900000000000	19.4600000000000
-8	970	33	250	62	212	73.2000000000000	17.3700000000000
-5	975	30	250	66	200	121.500000000000	19.4500000000000
-2	975	30	250	73	189	132.530000000000	22.4900000000000
10	975	30	250	83	188	143.940000000000	18.7700000000000
5	975	30	250	93	180	143.880000000000	18.7600000000000
7	975	30	250	103	180	159.920000000000	16.1200000000000
6	975	30	250	113	174	143.770000000000	18.7500000000000
5	975	30	250	115	169	132.250000000000	14.9700000000000
1	975	30	250	115	169	114.400000000000	12.1700000000000
-2	975	30	250	118	164	89.9100000000000	11.0800000000000
-5	975	30	250	118	164	89.9100000000000	5.54000000000000
1	975	30	250	121	159	89.9100000000000	11.0800000000000
3	975	30	250	121	159	89.9100000000000	5.54000000000000
5	975	30	250	126	154	89.9100000000000	11.0800000000000
11	975	30	250	126	154	89.9100000000000	5.54000000000000
14	975	30	250	135	156	132.110000000000	7.48000000000000
15	975	30	250	140	152	132.080000000000	7.48000000000000
14	975	30	250	140	152	132.080000000000	7.48000000000000
8	975	30	250	145	148	89.8700000000000	11.0800000000000
3	975	30	250	154	150	132.010000000000	7.47000000000000
-1	975	30	250	154	150	132.010000000000	7.47000000000000
-8	975	30	250	160	146	131.990000000000	7.47000000000000
-12	975	30	250	168	148	131.940000000000	7.47000000000000
-14	975	30	250	168	148	131.940000000000	7.47000000000000
-10	975	30	250	182	147	150.840000000000	11.4400000000000
-7	975	30	250	189	144	114.070000000000	12.1600000000000
-9	975	30	250	195	141	106.520000000000	17.3500000000000
-12	975	30	250	203	143	114.010000000000	12.1600000000000
-14	978	28	200	210	141	113.990000000000	12.1500000000000
-10	978	28	200	217	138	113.970000000000	12.1500000000000
-13	978	28	200	232	138	106.380000000000	17.3500000000000
-10	978	28	200	239	136	106.370000000000	17.3500000000000
-11	978	28	200	254	136	120.590000000000	19.3800000000000
-6	978	28	200	269	136	120.520000000000	19.3700000000000
-4	982	25	200	285	132	113.760000000000	24.2900000000000
-4	982	25	200	300	132	113.690000000000	24.2900000000000
1	982	25	200	308	131	102.150000000000	22.7100000000000
9	982	25	200	310	128	89.5400000000000	16.6200000000000
11	982	25	200	319	127	72.9300000000000	17.3400000000000
12	982	25	200	325	128	89.5000000000000	11.0800000000000
4	985	23	150	328	126	89.5400000000000	11.0800000000000
2	985	23	150	334	127	120.140000000000	19.3300000000000
-1	985	23	150	343	126	120.140000000000	19.3300000000000
-1	925	51	280	780	308	117.160000000000	24.5900000000000
-4	925	51	280	756	309	117.160000000000	24.5900000000000
-7	925	51	280	732	309	117.160000000000	24.5900000000000
-10	925	53	280	695	308	130.050000000000	42.4500000000000
-11	925	53	280	680	308	135.160000000000	38.2200000000000
-10	925	53	280	656	309	135.100000000000	38.1900000000000
-6	925	53	280	626	308	128.710000000000	34.7800000000000
-6	925	53	280	596	308	129.770000000000	42.3500000000000
-6	925	53	280	580	308	134.870000000000	38.1100000000000
-3	925	53	280	550	307	134.780000000000	38.0800000000000
-3	925	53	280	529	306	141.060000000000	34.2200000000000
2	925	53	280	508	305	146.050000000000	38.3100000000000
4	925	53	280	492	302	164.410000000000	38.0600000000000
